Time,Track Name_lead,Geometry_lead,Latitude_lead,Longitude_lead,Elevation_lead,Ortho Height_lead,Instrument Ht_lead,Fix ID_lead,Speed_lead,Bearing_lead,Horizontal Accuracy_lead,Vertical Accuracy_lead,PDOP_lead,HDOP_lead,VDOP_lead,Satellites in View_lead,Satellites in Use_lead,Track Name_follow,Geometry_follow,Latitude_follow,Longitude_follow,Elevation_follow,Ortho Height_follow,Instrument Ht_follow,Fix ID_follow,Speed_follow,Bearing_follow,Horizontal Accuracy_follow,Vertical Accuracy_follow,PDOP_follow,HDOP_follow,VDOP_follow,Satellites in View_follow,Satellites in Use_follow,Latitude_lead_smoothed,Longitude_lead_smoothed,Speed_lead_smoothed,Latitude_follow_smoothed,Longitude_follow_smoothed,Speed_follow_smoothed
2025-06-10 22:52:10-05:00,Track 6,POINTZ(-89.454299688 43.015367841 273.4972),43.015367841,-89.454299688,273.4972,0.0,0.0,1.0,12.6805,89.1,1.676,2.413,0.9,0.5,0.7,28.0,28.0,Track 6,POINTZ(-89.454727975 43.015346525 278.2046),43.015346525,-89.454727975,278.2046,0,0,9901,13.4316,88.8,0,0,999,999,999,0,0,43.0153680134,-89.4542682204,12.68894,43.0153471092,-89.4546948238,13.52094
2025-06-10 22:52:10.100000-05:00,,,43.0153679272,-89.45428395420001,,,,,12.68472,,,,,,,,,Track 6,POINTZ(-89.454711438 43.015346762 278.2063),43.015346762,-89.454711438,278.2063,0,0,9901,13.4625,88.8,0,0,999,999,999,0,0,43.0153680565,-89.4542603535,12.691049999999999,43.01534725416667,-89.45468650066668,13.537516666666667
2025-06-10 22:52:10.200000-05:00,,,43.0153680134,-89.45426822040001,,,,,12.68894,,,,,,,,,Track 6,POINTZ(-89.454694872 43.015347038 278.2198),43.015347038,-89.454694872,278.2198,0,0,9901,13.5181,88.7,0,0,999,999,999,0,0,43.0153681158,-89.45425248457143,12.696394285714288,43.01534738914285,-89.45467816200001,13.555314285714287
2025-06-10 22:52:10.300000-05:00,,,43.0153680996,-89.4542524866,,,,,12.69316,,,,,,,,,Track 6,POINTZ(-89.454678286 43.015347432 278.2549),43.015347432,-89.454678286,278.2549,0,0,9901,13.5788,88.5,0,0,999,999,999,0,0,43.015368185225,-89.454244614375,12.70376,43.015347531125,-89.454669808125,13.573425
2025-06-10 22:52:10.400000-05:00,,,43.0153681858,-89.4542367528,,,,,12.69738,,,,,,,,,Track 6,POINTZ(-89.454661548 43.015347789 278.2694),43.015347789,-89.454661548,278.2694,0,0,9901,13.6137,88.4,0,0,999,999,999,0,0,43.0153682614,-89.45423674333334,12.712473333333334,43.01534768088889,-89.45466144911111,13.590822222222222
2025-06-10 22:52:10.500000-05:00,Track 6,POINTZ(-89.454221019 43.015368272 273.493),43.015368272,-89.454221019,273.493,0.0,0.0,1.0,12.7016,88.3,1.876,2.473,0.9,0.5,0.7,28.0,28.0,Track 6,POINTZ(-89.454644885 43.015347979 278.2791),43.015347979,-89.454644885,278.2791,0,0,9901,13.6204,88.7,0,0,999,999,999,0,0,43.0153683423,-89.4542288717,12.72213,43.0153478255,-89.45465307330001,13.60757
2025-06-10 22:52:10.600000-05:00,,,43.015368471600006,-89.454205271,,,,,12.72846,,,,,,,,,Track 6,POINTZ(-89.45462813 43.015348199 278.2881),43.015348199,-89.45462813,278.2881,0,0,9901,13.6621,88.7,0,0,999,999,999,0,0,43.0153684852,-89.45421313080001,12.73767,43.0153481101,-89.4546363519,13.64631
2025-06-10 22:52:10.700000-05:00,,,43.0153686712,-89.454189523,,,,,12.75532,,,,,,,,,Track 6,POINTZ(-89.454611331 43.015348525 278.3175),43.015348525,-89.454611331,278.3175,0,0,9901,13.7002,88.6,0,0,999,999,999,0,0,43.015368639040005,-89.45419736526,12.750432,43.0153484053,-89.4546195893,13.68561
2025-06-10 22:52:10.800000-05:00,,,43.0153688708,-89.454173775,,,,,12.78218,,,,,,,,,Track 6,POINTZ(-89.454594577 43.015348879 278.3373),43.015348879,-89.454594577,278.3373,0,0,9901,13.73,88.6,0,0,999,999,999,0,0,43.01536880382,-89.45418157508,12.760416000000001,43.0153487014,-89.4546027808,13.721979999999999
2025-06-10 22:52:10.900000-05:00,,,43.0153690704,-89.45415802699999,,,,,12.80904,,,,,,,,,Track 6,POINTZ(-89.454577691 43.015349127 278.3485),43.015349127,-89.454577691,278.3485,0,0,9901,13.7583,88.7,0,0,999,999,999,0,0,43.01536897954,-89.45416576026,12.767622,43.0153489826,-89.4545859235,13.7583
