Time,Track Name_lead,Geometry_lead,Latitude_lead,Longitude_lead,Elevation_lead,Ortho Height_lead,Instrument Ht_lead,Fix ID_lead,Speed_lead,Bearing_lead,Horizontal Accuracy_lead,Vertical Accuracy_lead,PDOP_lead,HDOP_lead,VDOP_lead,Satellites in View_lead,Satellites in Use_lead,Track Name_follow,Geometry_follow,Latitude_follow,Longitude_follow,Elevation_follow,Ortho Height_follow,Instrument Ht_follow,Fix ID_follow,Speed_follow,Bearing_follow,Horizontal Accuracy_follow,Vertical Accuracy_follow,PDOP_follow,HDOP_follow,VDOP_follow,Satellites in View_follow,Satellites in Use_follow,Latitude_lead_smoothed,Longitude_lead_smoothed,Speed_lead_smoothed,Latitude_follow_smoothed,Longitude_follow_smoothed,Speed_follow_smoothed
2025-06-10 22:53:53-05:00,Track 6,POINTZ(-89.437444976 43.01556253 260.7804),43.01556253,-89.437444976,260.7804,0.0,0.0,1.0,12.7325,88.9,1.413,2.321,1.0,0.6,0.8,28.0,28.0,Track 6,POINTZ(-89.437680099 43.01555923 260.3143),43.01555923,-89.437680099,260.3143,0,0,9901,13.2639,89.3,0,0,999,999,999,0,0,43.015562672,-89.437413814,12.75206,43.0155595068,-89.4376476258,13.1887
2025-06-10 22:53:53.100000-05:00,,,43.015562601,-89.437429395,,,,,12.74228,,,,,,,,,Track 6,POINTZ(-89.437663748 43.015559327 260.2572),43.015559327,-89.437663748,260.2572,0,0,9901,13.2382,89.3,0,0,999,999,999,0,0,43.0155627075,-89.43740602349999,12.756949999999998,43.015559575,-89.43763955383334,13.17295
2025-06-10 22:53:53.200000-05:00,,,43.015562672,-89.437413814,,,,,12.75206,,,,,,,,,Track 6,POINTZ(-89.437647542 43.015559495 260.1862),43.015559495,-89.437647542,260.1862,0,0,9901,13.1708,89.3,0,0,999,999,999,0,0,43.01556274337143,-89.43739822451428,12.762542857142858,43.01555964214286,-89.437631497,13.162642857142856
2025-06-10 22:53:53.300000-05:00,,,43.015562743,-89.437398233,,,,,12.76184,,,,,,,,,Track 6,POINTZ(-89.437631434 43.015559654 260.1218),43.015559654,-89.437631434,260.1218,0,0,9901,13.1533,89.1,0,0,999,999,999,0,0,43.015562779475,-89.437390420225,12.768575,43.01555971275,-89.437623454375,13.150025
2025-06-10 22:53:53.400000-05:00,,,43.015562814,-89.437382652,,,,,12.77162,,,,,,,,,Track 6,POINTZ(-89.437615306 43.015559828 260.0613),43.015559828,-89.437615306,260.0613,0,0,9901,13.1173,88.9,0,0,999,999,999,0,0,43.01556281573333,-89.43738261239999,12.774899999999999,43.015559778555556,-89.43761541633333,13.141133333333334
2025-06-10 22:53:53.500000-05:00,Track 6,POINTZ(-89.437367071 43.015562885 260.1587),43.015562885,-89.437367071,260.1587,0.0,0.0,1.0,12.7814,88.9,1.602,2.412,1.0,0.6,0.8,28.0,28.0,Track 6,POINTZ(-89.437599194 43.015559916 259.9848),43.015559916,-89.437599194,259.9848,0,0,9901,13.0942,89.4,0,0,999,999,999,0,0,43.0155628521,-89.4373748021,12.78143,43.0155598515,-89.43760738789999,13.133090000000001
2025-06-10 22:53:53.600000-05:00,,,43.0155629586,-89.4373514306,,,,,12.7961,,,,,,,,,Track 6,POINTZ(-89.437583156 43.015560045 259.9143),43.015560045,-89.437583156,259.9143,0,0,9901,13.1008,89.4,0,0,999,999,999,0,0,43.0155629244,-89.43735919139999,12.79367,43.015559987799996,-89.4375912953,13.10614
2025-06-10 22:53:53.700000-05:00,,,43.0155630322,-89.4373357902,,,,,12.8108,,,,,,,,,Track 6,POINTZ(-89.437567156 43.015560207 259.85),43.015560207,-89.437567156,259.85,0,0,9901,13.0617,89.3,0,0,999,999,999,0,0,43.0155630094,-89.43734359938,12.805055999999999,43.0155601233,-89.437575246,13.07738
2025-06-10 22:53:53.800000-05:00,,,43.015563105800005,-89.4373201498,,,,,12.8255,,,,,,,,,Track 6,POINTZ(-89.437551112 43.015560305 259.7858),43.015560305,-89.437551112,259.7858,0,0,9901,13.07,89.3,0,0,999,999,999,0,0,43.0155631071,-89.43732802604,12.815588,43.0155602631,-89.4375592224,13.05665
2025-06-10 22:53:53.900000-05:00,,,43.0155631794,-89.4373045094,,,,,12.8402,,,,,,,,,Track 6,POINTZ(-89.437535132 43.015560508 259.7319),43.015560508,-89.437535132,259.7319,0,0,9901,13.0607,89.3,0,0,999,999,999,0,0,43.0155632175,-89.43731247138,12.825266,43.015560398999995,-89.4375432218,13.033809999999999
2025-06-10 22:53:54-05:00,Track 6,POINTZ(-89.437288869 43.015563253 259.7321),43.015563253,-89.437288869,259.7321,0.0,0.0,1.0,12.8549,89.2,1.983,2.579,1.0,0.6,0.8,28.0,28.0,Track 6,POINTZ(-89.437519173 43.015560593 259.6637),43.015560593,-89.437519173,259.6637,0,0,9901,12.9944,89.4,0,0,999,999,999,0,0,43.015563340599996,-89.43729693539998,12.83409,43.0155605307,-89.437527251,13.01436
