Track Name,Time,Geometry,Latitude,Longitude,Elevation,Ortho Height,Instrument Ht,Fix ID,Speed,Bearing,Horizontal Accuracy,Vertical Accuracy,PDOP,HDOP,VDOP,Satellites in View,Satellites in Use,Latitude_Smoothed,Longitude_Smoothed,Speed_Smoothed
Track 1,19-06-2025 22:06:19.400 -0500,POINTZ(-89.484768513 42.982522394 292.1135),42.982522394,-89.484768513,292.1135,0,0,1,17.5801,180.3,0,0,999,999,999,0,0,42.9825301659,-89.48476841029999,17.54784
Track 1,19-06-2025 22:06:19.500 -0500,POINTZ(-89.484768647 42.982506512 292.141),42.982506512,-89.484768647,292.141,0,0,1,17.5894,180.3,0,0,999,999,999,0,0,42.9825143904,-89.4847685619,17.545939999999998
Track 1,19-06-2025 22:06:19.600 -0500,POINTZ(-89.484768788 42.982490647 292.167),42.982490647,-89.484768788,292.167,0,0,1,17.5513,180.3,0,0,999,999,999,0,0,42.9824986197,-89.484768715,17.54852
Track 1,19-06-2025 22:06:19.700 -0500,POINTZ(-89.484768959 42.982474849 292.1942),42.982474849,-89.484768959,292.1942,0,0,1,17.5359,180.3,0,0,999,999,999,0,0,42.9824828452,-89.4847688691,17.55069
Track 1,19-06-2025 22:06:19.800 -0500,POINTZ(-89.484769085 42.982459064 292.2291),42.982459064,-89.484769085,292.2291,0,0,1,17.5276,180.1,0,0,999,999,999,0,0,42.982467066699996,-89.4847690245,17.55393
Track 1,19-06-2025 22:06:19.900 -0500,POINTZ(-89.484769213 42.98244334 292.2691),42.98244334,-89.484769213,292.2691,0,0,1,17.5256,180.1,0,0,999,999,999,0,0,42.9824512971,-89.4847691853,17.550490000000003
Track 1,19-06-2025 22:06:20.000 -0500,POINTZ(-89.484769374 42.982427605 292.3089),42.982427605,-89.484769374,292.3089,0,0,1,17.5395,180.2,0,0,999,999,999,0,0,42.9824355386,-89.4847693519,17.549509999999998
Track 1,19-06-2025 22:06:20.100 -0500,POINTZ(-89.484769559 42.982411883 292.349),42.982411883,-89.484769559,292.349,0,0,1,17.5462,180.3,0,0,999,999,999,0,0,42.982419788499996,-89.4847695192,17.545080000000002
Track 1,19-06-2025 22:06:20.200 -0500,POINTZ(-89.484769743 42.982396171 292.3904),42.982396171,-89.484769743,292.3904,0,0,1,17.5626,180.3,0,0,999,999,999,0,0,42.9824040444,-89.48476969160001,17.543590000000002
Track 1,19-06-2025 22:06:20.300 -0500,POINTZ(-89.484769972 42.982380506 292.4285),42.982380506,-89.484769972,292.4285,0,0,1,17.5467,180.4,0,0,999,999,999,0,0,42.9823883082,-89.4847698672,17.543429999999997
Track 1,19-06-2025 22:06:20.400 -0500,POINTZ(-89.484770179 42.982364809 292.464),42.982364809,-89.484770179,292.464,0,0,1,17.5703,180.3,0,0,999,999,999,0,0,42.982372575700005,-89.4847700453,17.54585
Track 1,19-06-2025 22:06:20.500 -0500,POINTZ(-89.48477032 42.982349011 292.4985),42.982349011,-89.48477032,292.4985,0,0,1,17.5451,180.3,0,0,999,999,999,0,0,42.9823568391,-89.48477022109999,17.54971
Track 1,19-06-2025 22:06:20.600 -0500,POINTZ(-89.484770512 42.982333206 292.527),42.982333206,-89.484770512,292.527,0,0,1,17.5364,180.3,0,0,999,999,999,0,0,42.9823411051,-89.48477039529999,17.552640000000004
Track 1,19-06-2025 22:06:20.700 -0500,POINTZ(-89.484770715 42.982317487 292.563),42.982317487,-89.484770715,292.563,0,0,1,17.5343,180.4,0,0,999,999,999,0,0,42.9823253733,-89.48477056830001,17.552380000000003
Track 1,19-06-2025 22:06:20.800 -0500,POINTZ(-89.484770866 42.982301739 292.5974),42.982301739,-89.484770866,292.5974,0,0,1,17.5518,180.3,0,0,999,999,999,0,0,42.9823096416,-89.4847707317,17.5511
Track 1,19-06-2025 22:06:20.900 -0500,POINTZ(-89.484770971 42.982285974 292.6317),42.982285974,-89.484770971,292.6317,0,0,1,17.5642,180.3,0,0,999,999,999,0,0,42.9822939083,-89.4847708775,17.55264
Track 1,19-06-2025 22:06:21.000 -0500,POINTZ(-89.484771116 42.982270265 292.6686),42.982270265,-89.484771116,292.6686,0,0,1,17.5688,180.3,0,0,999,999,999,0,0,42.9822781769,-89.4847710068,17.55146
