Track Name,Time,Geometry,Latitude,Longitude,Elevation,Ortho Height,Instrument Ht,Fix ID,Speed,Bearing,Horizontal Accuracy,Vertical Accuracy,PDOP,HDOP,VDOP,Satellites in View,Satellites in Use,Latitude_Smoothed,Longitude_Smoothed,Speed_Smoothed
Track 20,14-05-2025 23:05:25.000 -0500,POINTZ(-89.462436039 42.982519371 280.7838),42.982519371,-89.462436039,280.7838,0,0,1,15.5969,187.2,0.0,0.0,999,999,999,0,0,42.9824915002,-89.462441025,15.594979999999998
Track 20,14-05-2025 23:05:25.100 -0500,POINTZ(-89.462438481 42.982505405 280.7929),42.982505405,-89.462438481,280.7929,0,0,1,15.5918,187.2,0.0,0.0,999,999,999,0,0,42.98248453466667,-89.46244228133332,15.593849999999998
Track 20,14-05-2025 23:05:25.200 -0500,POINTZ(-89.462440963 42.982491473 280.799),42.982491473,-89.462440963,280.799,0,0,1,15.6016,187.2,0.0,0.0,999,999,999,0,0,42.98247756171428,-89.4624435172857,15.602442857142858
Track 20,14-05-2025 23:05:25.300 -0500,POINTZ(-89.462443546 42.982477591 280.8053),42.982477591,-89.462443546,280.8053,0,0,1,15.5908,187.2,0.0,0.0,999,999,999,0,0,42.98247058225,-89.4624447465,15.60535
Track 20,14-05-2025 23:05:25.400 -0500,POINTZ(-89.462446096 42.982463661 280.8119),42.982463661,-89.462446096,280.8119,0,0,1,15.5938,187.2,0.0,0.0,999,999,999,0,0,42.982463603444444,-89.46244597811112,15.60378888888889
Track 20,14-05-2025 23:05:25.500 -0500,POINTZ(-89.462448563 42.982449707 280.819),42.982449707,-89.462448563,280.819,0,0,1,15.5882,186.8,0.0,0.0,999,999,999,0,0,42.982456624899996,-89.4624472172,15.60326
Track 20,14-05-2025 23:05:25.600 -0500,POINTZ(-89.462450933 42.982435724 280.8269),42.982435724,-89.462450933,280.8269,0,0,1,15.654,186.4,0.0,0.0,999,999,999,0,0,42.9824426748,-89.4624497149,15.60409
Track 20,14-05-2025 23:05:25.700 -0500,POINTZ(-89.462453351 42.982421726 280.8331),42.982421726,-89.462453351,280.8331,0,0,1,15.6257,186.6,0.0,0.0,999,999,999,0,0,42.9824287287,-89.4624522382,15.600019999999997
Track 20,14-05-2025 23:05:25.800 -0500,POINTZ(-89.462455831 42.982407773 280.8377),42.982407773,-89.462455831,280.8377,0,0,1,15.5913,186.8,0.0,0.0,999,999,999,0,0,42.982414783799996,-89.46245477670001,15.5958
Track 20,14-05-2025 23:05:25.900 -0500,POINTZ(-89.462458369 42.982393818 280.8416),42.982393818,-89.462458369,280.8416,0,0,1,15.5985,186.8,0.0,0.0,999,999,999,0,0,42.982400831,-89.4624573081,15.59214
Track 20,14-05-2025 23:05:26.000 -0500,POINTZ(-89.462461016 42.98237987 280.8483),42.98237987,-89.462461016,280.8483,0,0,1,15.6052,187.1,0.0,0.0,999,999,999,0,0,42.9823868719,-89.4624598165,15.595130000000001
Track 20,14-05-2025 23:05:26.100 -0500,POINTZ(-89.462463714 42.982365944 280.8574),42.982365944,-89.462463714,280.8574,0,0,1,15.5511,187.1,0.0,0.0,999,999,999,0,0,42.9823729047,-89.4624623352,15.59641
Track 20,14-05-2025 23:05:26.200 -0500,POINTZ(-89.462466348 42.982352024 280.8723),42.982352024,-89.462466348,280.8723,0,0,1,15.5594,187.1,0.0,0.0,999,999,999,0,0,42.9823589331,-89.46246486340002,15.590860000000001
Track 20,14-05-2025 23:05:26.300 -0500,POINTZ(-89.46246886 42.982338063 280.8918),42.982338063,-89.46246886,280.8918,0,0,1,15.5542,186.8,0.0,0.0,999,999,999,0,0,42.9823449755,-89.462467414,15.584539999999999
Track 20,14-05-2025 23:05:26.400 -0500,POINTZ(-89.46247118 42.98232407 280.9139),42.98232407,-89.46247118,280.9139,0,0,1,15.6237,186.4,0.0,0.0,999,999,999,0,0,42.982331029099996,-89.4624699836,15.57847
Track 20,14-05-2025 23:05:26.500 -0500,POINTZ(-89.46247375 42.982310035 280.9348),42.982310035,-89.46247375,280.9348,0,0,1,15.601,186.6,0.0,0.0,999,999,999,0,0,42.98231709860001,-89.4624725659,15.5744
Track 20,14-05-2025 23:05:26.600 -0500,POINTZ(-89.462476215 42.982296008 280.9438),42.982296008,-89.462476215,280.9438,0,0,1,15.5985,186.8,0.0,0.0,999,999,999,0,0,42.9823031721,-89.4624751531,15.57321
Track 20,14-05-2025 23:05:26.700 -0500,POINTZ(-89.462478857 42.98228215 280.946),42.98228215,-89.462478857,280.946,0,0,1,15.5625,187.0,0.0,0.0,999,999,999,0,0,42.9822892483,-89.4624777334,15.58175
Track 20,14-05-2025 23:05:26.800 -0500,POINTZ(-89.462481527 42.982268309 280.947),42.982268309,-89.462481527,280.947,0,0,1,15.5306,187.2,0.0,0.0,999,999,999,0,0,42.9822753192,-89.46248029649999,15.58823
Track 20,14-05-2025 23:05:26.900 -0500,POINTZ(-89.462484192 42.982254513 280.9519),42.982254513,-89.462484192,280.9519,0,0,1,15.5578,187.1,0.0,0.0,999,999,999,0,0,42.9822613848,-89.4624828565,15.592659999999999
Track 20,14-05-2025 23:05:27.000 -0500,POINTZ(-89.462486888 42.982240605 280.9551),42.982240605,-89.462486888,280.9551,0,0,1,15.5933,186.8,0.0,0.0,999,999,999,0,0,42.9822474465,-89.4624854404,15.58808
Track 20,14-05-2025 23:05:27.100 -0500,POINTZ(-89.462489517 42.982226706 280.9589),42.982226706,-89.462489517,280.9589,0,0,1,15.6365,186.5,0.0,0.0,999,999,999,0,0,42.982233512,-89.46248801639999,15.58453
Track 20,14-05-2025 23:05:27.200 -0500,POINTZ(-89.462491979 42.982212733 280.9592),42.982212733,-89.462491979,280.9592,0,0,1,15.6242,186.7,0.0,0.0,999,999,999,0,0,42.9822195857,-89.46249060150001,15.58144
Track 20,14-05-2025 23:05:27.300 -0500,POINTZ(-89.46249446 42.982198719 280.9536),42.982198719,-89.46249446,280.9536,0,0,1,15.5985,187.0,0.0,0.0,999,999,999,0,0,42.9822056509,-89.4624931621,15.58998
Track 20,14-05-2025 23:05:27.400 -0500,POINTZ(-89.462497019 42.982184687 280.9551),42.982184687,-89.462497019,280.9551,0,0,1,15.5779,187.1,0.0,0.0,999,999,999,0,0,42.9821917025,-89.462495695,15.600320000000002
Track 20,14-05-2025 23:05:27.500 -0500,POINTZ(-89.46249951 42.98217069 280.9559),42.98217069,-89.46249951,280.9559,0,0,1,15.5655,187.1,0.0,0.0,999,999,999,0,0,42.9821777411,-89.4624981922,15.608249999999998
Track 20,14-05-2025 23:05:27.600 -0500,POINTZ(-89.462502066 42.982156745 280.9544),42.982156745,-89.462502066,280.9544,0,0,1,15.5676,187.1,0.0,0.0,999,999,999,0,0,42.982163777400004,-89.4625006469,15.610980000000001
Track 20,14-05-2025 23:05:27.700 -0500,POINTZ(-89.462504463 42.982142802 280.9602),42.982142802,-89.462504463,280.9602,0,0,1,15.6479,186.9,0.0,0.0,999,999,999,0,0,42.982149819300005,-89.4625030669,15.608720000000002
Track 20,14-05-2025 23:05:27.800 -0500,POINTZ(-89.462506856 42.982128825 280.966),42.982128825,-89.462506856,280.966,0,0,1,15.634,186.8,0.0,0.0,999,999,999,0,0,42.9821358657,-89.4625054674,15.60702
Track 20,14-05-2025 23:05:27.900 -0500,POINTZ(-89.462509164 42.982114899 280.9718),42.982114899,-89.462509164,280.9718,0,0,1,15.6371,186.8,0.0,0.0,999,999,999,0,0,42.982121915099995,-89.4625078422,15.60763
Track 20,14-05-2025 23:05:28.000 -0500,POINTZ(-89.462511435 42.982100968 280.9768),42.982100968,-89.462511435,280.9768,0,0,1,15.6206,186.8,0.0,0.0,999,999,999,0,0,42.9821079688,-89.4625101792,15.608450000000001
Track 20,14-05-2025 23:05:28.100 -0500,POINTZ(-89.462513717 42.982087125 280.9806),42.982087125,-89.462513717,280.9806,0,0,1,15.6139,187.1,0.0,0.0,999,999,999,0,0,42.9820940241,-89.46251248370001,15.606709999999998
Track 20,14-05-2025 23:05:28.200 -0500,POINTZ(-89.462515984 42.982073197 280.9851),42.982073197,-89.462515984,280.9851,0,0,1,15.6072,187.4,0.0,0.0,999,999,999,0,0,42.9820800776,-89.4625147509,15.60105
Track 20,14-05-2025 23:05:28.300 -0500,POINTZ(-89.462518208 42.982059213 280.9898),42.982059213,-89.462518208,280.9898,0,0,1,15.6046,187.1,0.0,0.0,999,999,999,0,0,42.982066127500005,-89.46251699550001,15.59184
Track 20,14-05-2025 23:05:28.400 -0500,POINTZ(-89.462520389 42.982045224 280.9942),42.982045224,-89.462520389,280.9942,0,0,1,15.5861,186.9,0.0,0.0,999,999,999,0,0,42.9820521751,-89.462519219,15.583499999999997
Track 20,14-05-2025 23:05:28.500 -0500,POINTZ(-89.462522555 42.982031243 280.9995),42.982031243,-89.462522555,280.9995,0,0,1,15.5481,186.9,0.0,0.0,999,999,999,0,0,42.9820382244,-89.4625214581,15.578759999999999
Track 20,14-05-2025 23:05:28.600 -0500,POINTZ(-89.462524738 42.98201728 281.0049),42.98201728,-89.462524738,281.0049,0,0,1,15.511,187.4,0.0,0.0,999,999,999,0,0,42.9820242781,-89.462523705,15.57274
Track 20,14-05-2025 23:05:28.700 -0500,POINTZ(-89.462526909 42.982003301 281.009),42.982003301,-89.462526909,281.009,0,0,1,15.5558,187.0,0.0,0.0,999,999,999,0,0,42.982010334200005,-89.46252593429999,15.557819999999998
Track 20,14-05-2025 23:05:28.800 -0500,POINTZ(-89.462529091 42.981989301 281.0156),42.981989301,-89.462529091,281.0156,0,0,1,15.5506,187.3,0.0,0.0,999,999,999,0,0,42.981996391799996,-89.4625281557,15.55432
Track 20,14-05-2025 23:05:28.900 -0500,POINTZ(-89.462531555 42.981975392 281.0221),42.981975392,-89.462531555,281.0221,0,0,1,15.5897,187.4,0.0,0.0,999,999,999,0,0,42.98198246369999,-89.4625303476,15.553090000000001
