Track Name,Time,Geometry,Latitude,Longitude,Elevation,Ortho Height,Instrument Ht,Fix ID,Speed,Bearing,Horizontal Accuracy,Vertical Accuracy,PDOP,HDOP,VDOP,Satellites in View,Satellites in Use,Latitude_Smoothed,Longitude_Smoothed,Speed_Smoothed
Track 6,19-06-2025 22:26:56.900 -0500,POINTZ(-89.486452659 42.979557539 293.9202),42.979557539,-89.486452659,293.9202,0,0,1,8.9158,88.7,0,0,999,999,999,0,0,42.979558036,-89.48643081520001,8.90996
Track 6,19-06-2025 22:26:57.000 -0500,POINTZ(-89.486441626 42.979557813 293.9413),42.979557813,-89.486441626,293.9413,0,0,1,8.9148,88.9,0,0,999,999,999,0,0,42.97955811683334,-89.4864254155,8.907166666666667
Track 6,19-06-2025 22:26:57.100 -0500,POINTZ(-89.486430764 42.979558071 293.9685),42.979558071,-89.486430764,293.9685,0,0,1,8.8978,88.9,0,0,999,999,999,0,0,42.979558196285716,-89.48642003114286,8.905685714285713
Track 6,19-06-2025 22:26:57.200 -0500,POINTZ(-89.486419893 42.97955832 294.0063),42.97955832,-89.486419893,294.0063,0,0,1,8.9102,89.0,0,0,999,999,999,0,0,42.979558284375,-89.48641465375,8.9047
Track 6,19-06-2025 22:26:57.300 -0500,POINTZ(-89.486409134 42.979558437 294.0452),42.979558437,-89.486409134,294.0452,0,0,1,8.9112,89.0,0,0,999,999,999,0,0,42.979558380777775,-89.48640928122222,8.905255555555556
Track 6,19-06-2025 22:26:57.400 -0500,POINTZ(-89.486398417 42.979558521 294.0897),42.979558521,-89.486398417,294.0897,0,0,1,8.8932,89.0,0,0,999,999,999,0,0,42.979558482200005,-89.48640390540001,8.90683
Track 6,19-06-2025 22:26:57.500 -0500,POINTZ(-89.486387725 42.979558673 294.1432),42.979558673,-89.486387725,294.1432,0,0,1,8.8968,89.0,0,0,999,999,999,0,0,42.979558688400004,-89.48639310460001,8.90776
Track 6,19-06-2025 22:26:57.600 -0500,POINTZ(-89.486377012 42.979558901 294.1952),42.979558901,-89.486377012,294.1952,0,0,1,8.8978,89.0,0,0,999,999,999,0,0,42.979558888199996,-89.48638231380001,8.90869
Track 6,19-06-2025 22:26:57.700 -0500,POINTZ(-89.486366301 42.979559152 294.2348),42.979559152,-89.486366301,294.2348,0,0,1,8.9097,88.8,0,0,999,999,999,0,0,42.9795590601,-89.48637156320001,8.91096
Track 6,19-06-2025 22:26:57.800 -0500,POINTZ(-89.486355523 42.979559395 294.2706),42.979559395,-89.486355523,294.2706,0,0,1,8.921,88.7,0,0,999,999,999,0,0,42.9795592046,-89.4863608403,8.91029
Track 6,19-06-2025 22:26:57.900 -0500,POINTZ(-89.486344651 42.979559601 294.3023),42.979559601,-89.486344651,294.3023,0,0,1,8.9251,88.7,0,0,999,999,999,0,0,42.9795593359,-89.4863501269,8.908489999999999
Track 6,19-06-2025 22:26:58.000 -0500,POINTZ(-89.486333718 42.979559811 294.3273),42.979559811,-89.486333718,294.3273,0,0,1,8.9241,89.1,0,0,999,999,999,0,0,42.979559463,-89.4863394204,8.909980000000001
