Time,Track Name_lead,Geometry_lead,Latitude_lead,Longitude_lead,Elevation_lead,Ortho Height_lead,Instrument Ht_lead,Fix ID_lead,Speed_lead,Bearing_lead,Horizontal Accuracy_lead,Vertical Accuracy_lead,PDOP_lead,HDOP_lead,VDOP_lead,Satellites in View_lead,Satellites in Use_lead,Track Name_follow,Geometry_follow,Latitude_follow,Longitude_follow,Elevation_follow,Ortho Height_follow,Instrument Ht_follow,Fix ID_follow,Speed_follow,Bearing_follow,Horizontal Accuracy_follow,Vertical Accuracy_follow,PDOP_follow,HDOP_follow,VDOP_follow,Satellites in View_follow,Satellites in Use_follow,Latitude_lead_smoothed,Longitude_lead_smoothed,Speed_lead_smoothed,Latitude_follow_smoothed,Longitude_follow_smoothed,Speed_follow_smoothed
2025-06-19 22:55:52-05:00,Track 1,POINTZ(-89.449738207 43.015464128 281.4524),43.015464128,-89.449738207,281.4524,0.0,0.0,1.0,18.1167,88.9,1.984,2.522,1.2,0.7,1.1,27.0,27.0,Track 11,POINTZ(-89.450244731 43.015454481 284.825),43.01545448,-89.45024473,284.825,0,0,1,17.5801,89.1,0,0,999,999,999,0,0,43.015464798,-89.4496934494,18.11462,43.015454954,-89.450202804,17.63134
2025-06-19 22:55:52.100000-05:00,,,43.015464463,-89.4497158282,,,,,18.11566,,,,,,,,,Track 11,POINTZ(-89.450223899 43.015454703 284.8497),43.0154547,-89.4502239,284.8497,0,0,1,17.5256,89.2,0,0,999,999,999,0,0,43.0154649655,-89.44968225999999,18.114099999999997,43.015455083333336,-89.45019216666667,17.6769
2025-06-19 22:55:52.200000-05:00,,,43.015464798,-89.4496934494,,,,,18.11462,,,,,,,,,Track 11,POINTZ(-89.450203057 43.015454932 284.875),43.01545493,-89.45020306,284.875,0,0,1,17.5492,89.3,0,0,999,999,999,0,0,43.01546514091428,-89.44967106308572,18.113537142857144,43.01545520857143,-89.45018153571428,17.68717142857143
2025-06-19 22:55:52.300000-05:00,,,43.015465133,-89.44967107059999,,,,,18.11358,,,,,,,,,Track 11,POINTZ(-89.45018185 43.015455176 284.8999),43.01545518,-89.45018185,284.8999,0,0,1,17.664,89.1,0,0,999,999,999,0,0,43.015465321275,-89.449659861475,18.1129475,43.015455331249996,-89.45017093125,17.66485
2025-06-19 22:55:52.400000-05:00,,,43.015465468,-89.4496486918,,,,,18.11254,,,,,,,,,Track 11,POINTZ(-89.450160483 43.015455482 284.9272),43.01545548,-89.45016048,284.9272,0,0,1,17.8378,89.0,0,0,999,999,999,0,0,43.01546550493333,-89.44964865673333,18.11234,43.01545546444444,-89.45016035777778,17.64548888888889
2025-06-19 22:55:52.500000-05:00,Track 1,POINTZ(-89.449626313 43.015465803 281.4364),43.015465803,-89.449626313,281.4364,0.0,0.0,1.0,18.1115,89.3,1.969,2.52,1.2,0.7,1.1,27.0,27.0,Track 11,POINTZ(-89.450138975 43.015455727 284.9399),43.01545573,-89.45013898,284.9399,0,0,1,17.9047,89.1,0,0,999,999,999,0,0,43.0154656909,-89.44963744980001,18.11172,43.015455609,-89.45014978399999,17.63818
2025-06-19 22:55:52.600000-05:00,,,43.0154661934,-89.4496038816,,,,,18.11016,,,,,,,,,Track 11,POINTZ(-89.450117745 43.015455958 284.9677),43.01545596,-89.45011775,284.9677,0,0,1,17.7488,89.3,0,0,999,999,999,0,0,43.0154660536,-89.4496150447,18.11053,43.015455882,-89.45012864200001,17.64724
2025-06-19 22:55:52.700000-05:00,,,43.0154665838,-89.4495814502,,,,,18.10882,,,,,,,,,Track 11,POINTZ(-89.450096695 43.015456193 284.9896),43.01545619,-89.4500967,284.9896,0,0,1,17.5086,89.1,0,0,999,999,999,0,0,43.015466417759995,-89.4495926389,18.108622,43.015456161,-89.450107441,17.659019999999998
2025-06-19 22:55:52.800000-05:00,,,43.0154669742,-89.4495590188,,,,,18.10748,,,,,,,,,Track 11,POINTZ(-89.450075769 43.015456534 285.0081),43.01545653,-89.45007577,285.0081,0,0,1,17.4906,88.8,0,0,999,999,999,0,0,43.01546678338,-89.4495702324,18.105995999999998,43.015456444,-89.45008616,17.68253
2025-06-19 22:55:52.900000-05:00,,,43.0154673646,-89.4495365874,,,,,18.10614,,,,,,,,,Track 11,POINTZ(-89.45005462 43.015456911 285.0174),43.01545691,-89.45005462,285.0174,0,0,1,17.5724,88.7,0,0,999,999,999,0,0,43.01546715046,-89.4495478252,18.102652,43.015456726,-89.45006483099999,17.6957
2025-06-19 22:55:53-05:00,Track 1,POINTZ(-89.449514156 43.015467755 281.4266),43.015467755,-89.449514156,281.4266,0.0,0.0,1.0,18.1048,89.0,1.827,2.461,1.2,0.6,1.0,27.0,27.0,Track 11,POINTZ(-89.450033308 43.015457214 285.028),43.01545721,-89.45003331,285.028,0,0,1,17.6707,89.0,0,0,999,999,999,0,0,43.015467519,-89.4495254173,18.098589999999998,43.015457007,-89.45004348,17.68382
2025-06-19 22:55:53.100000-05:00,,,43.0154681046,-89.4494917702,,,,,18.09658,,,,,,,,,Track 11,POINTZ(-89.450011892 43.015457494 285.0478),43.01545749,-89.45001189,285.0478,0,0,1,17.6434,89.0,0,0,999,999,999,0,0,43.01546788899999,-89.4495030087,18.09381,43.015457291999994,-89.450022144,17.65414
2025-06-19 22:55:53.200000-05:00,,,43.0154684542,-89.4494693844,,,,,18.08836,,,,,,,,,Track 11,POINTZ(-89.449990252 43.015457763 285.0754),43.01545776,-89.44999025,285.0754,0,0,1,17.7843,89.0,0,0,999,999,999,0,0,43.015468255760005,-89.44948063801999,18.088876,43.015457571,-89.45000076900001,17.64293
