Time,Track Name_lead,Geometry_lead,Latitude_lead,Longitude_lead,Elevation_lead,Ortho Height_lead,Instrument Ht_lead,Fix ID_lead,Speed_lead,Bearing_lead,Horizontal Accuracy_lead,Vertical Accuracy_lead,PDOP_lead,HDOP_lead,VDOP_lead,Satellites in View_lead,Satellites in Use_lead,Track Name_follow,Geometry_follow,Latitude_follow,Longitude_follow,Elevation_follow,Ortho Height_follow,Instrument Ht_follow,Fix ID_follow,Speed_follow,Bearing_follow,Horizontal Accuracy_follow,Vertical Accuracy_follow,PDOP_follow,HDOP_follow,VDOP_follow,Satellites in View_follow,Satellites in Use_follow,Latitude_lead_smoothed,Longitude_lead_smoothed,Speed_lead_smoothed,Latitude_follow_smoothed,Longitude_follow_smoothed,Speed_follow_smoothed
2025-06-19 23:08:11-05:00,Track 4,POINTZ(-89.429973917 43.015795735 247.7947),43.015795735,-89.429973917,247.7947,0.0,0.0,1.0,17.3522,270.5,1.396,2.312,1.1,0.6,0.9,27.0,26.0,Track 14,POINTZ(-89.42959912 43.015789745 250.358),43.01578975,-89.42959912,250.358,0,0,1,16.7133,270.3,0,0,999,999,999,0,0,43.0157958234,-89.43001674140001,17.37668,43.015789986,-89.42964021,16.71606
2025-06-19 23:08:11.100000-05:00,,,43.0157957792,-89.4299953292,,,,,17.36444,,,,,,,,,Track 14,POINTZ(-89.429619662 43.015789871 250.3854),43.01578987,-89.42961966,250.3854,0,0,1,16.7225,270.3,0,0,999,999,999,0,0,43.0157958455,-89.4300274475,17.3828,43.01579005,-89.42965042499999,16.7156
2025-06-19 23:08:11.200000-05:00,,,43.0157958234,-89.4300167414,,,,,17.37668,,,,,,,,,Track 14,POINTZ(-89.429640214 43.015789991 250.4135),43.01578999,-89.42964021,250.4135,0,0,1,16.7323,270.3,0,0,999,999,999,0,0,43.015795862285714,-89.43003815991429,17.383174285714286,43.01579011285714,-89.42966061714286,16.719671428571427
2025-06-19 23:08:11.300000-05:00,,,43.0157958676,-89.43003815360001,,,,,17.38892,,,,,,,,,Track 14,POINTZ(-89.429660801 43.015790099 250.4421),43.0157901,-89.4296608,250.4421,0,0,1,16.7066,270.3,0,0,999,999,999,0,0,43.01579587575,-89.43004887627501,17.3799575,43.01579016875,-89.4296708125,16.72775
2025-06-19 23:08:11.400000-05:00,,,43.0157959118,-89.43005956580001,,,,,17.40116,,,,,,,,,Track 14,POINTZ(-89.429681264 43.015790223 250.4724),43.01579022,-89.42968126,250.4724,0,0,1,16.7056,270.3,0,0,999,999,999,0,0,43.015795886999996,-89.43005959526667,17.374346666666668,43.01579021444444,-89.42968102555557,16.734544444444445
2025-06-19 23:08:11.500000-05:00,Track 4,POINTZ(-89.430080978 43.015795956 247.7976),43.015795956,-89.430080978,247.7976,0.0,0.0,1.0,17.4134,270.3,1.475,2.336,1.1,0.6,0.9,27.0,26.0,Track 14,POINTZ(-89.429701499 43.015790371 250.5043),43.01579037,-89.4297015,250.5043,0,0,1,16.7133,270.1,0,0,999,999,999,0,0,43.0157958967,-89.4300703161,17.36706,43.015790254,-89.429691253,16.74003
2025-06-19 23:08:11.600000-05:00,,,43.015795963,-89.4301024344,,,,,17.38542,,,,,,,,,Track 14,POINTZ(-89.429721771 43.015790486 250.5296),43.01579049,-89.42972177,250.5296,0,0,1,16.7441,270.0,0,0,999,999,999,0,0,43.0157959223,-89.43009175040001,17.359189999999998,43.015790345,-89.429711722,16.74821
2025-06-19 23:08:11.700000-05:00,,,43.01579597,-89.4301238908,,,,,17.35744,,,,,,,,,Track 14,POINTZ(-89.429742176 43.015790558 250.5523),43.01579056,-89.42974218,250.5523,0,0,1,16.7843,269.8,0,0,999,999,999,0,0,43.01579593818,-89.43011321356,17.352946,43.015790426,-89.429732184,16.75341
2025-06-19 23:08:11.800000-05:00,,,43.015795977,-89.4301453472,,,,,17.329459999999997,,,,,,,,,Track 14,POINTZ(-89.429762725 43.015790582 250.5707),43.01579058,-89.42976273,250.5707,0,0,1,16.7889,269.8,0,0,999,999,999,0,0,43.01579594434,-89.43013470558,17.348328,43.015790507,-89.429752604,16.75362
2025-06-19 23:08:11.900000-05:00,,,43.015795984,-89.4301668036,,,,,17.301479999999998,,,,,,,,,Track 14,POINTZ(-89.4297833 43.015790608 250.5905),43.01579061,-89.4297833,250.5905,0,0,1,16.7894,269.9,0,0,999,999,999,0,0,43.015795940779995,-89.43015622646,17.345336,43.015790586,-89.429772986,16.753410000000002
2025-06-19 23:08:12-05:00,Track 4,POINTZ(-89.43018826 43.015795991 247.7942),43.015795991,-89.43018826,247.7942,0.0,0.0,1.0,17.2735,270.0,1.303,2.222,1.1,0.6,0.9,27.0,26.0,Track 14,POINTZ(-89.429803813 43.015790656 250.6117),43.01579066,-89.42980381,250.6117,0,0,1,16.7951,270.0,0,0,999,999,999,0,0,43.0157959275,-89.4301777762,17.34397,43.015790657,-89.429793358,16.754690000000004
2025-06-19 23:08:12.100000-05:00,,,43.015795938,-89.4302099608,,,,,17.302,,,,,,,,,Track 14,POINTZ(-89.429824275 43.015790682 250.6339),43.01579068,-89.42982428,250.6339,0,0,1,16.7745,270.1,0,0,999,999,999,0,0,43.015795904499996,-89.43019935480001,17.34423,43.015790714999994,-89.429813747,16.75669
2025-06-19 23:08:12.200000-05:00,,,43.015795885,-89.4302316616,,,,,17.3305,,,,,,,,,Track 14,POINTZ(-89.429844412 43.0157908 250.6529),43.0157908,-89.42984441,250.6529,0,0,1,16.7344,270.1,0,0,999,999,999,0,0,43.01579587906,-89.4302209361,17.349016,43.01579076,-89.429834165,16.76107
2025-06-19 23:08:12.300000-05:00,,,43.015795832,-89.4302533624,,,,,17.358999999999998,,,,,,,,,Track 14,POINTZ(-89.42986462 43.015790887 250.6719),43.01579089,-89.42986462,250.6719,0,0,1,16.7045,269.9,0,0,999,999,999,0,0,43.015795851179995,-89.4302425201,17.358328,43.015790798,-89.4298546,16.76189
